"Town","FIPS","Year","Year Submitted","Town Profile Year","Variable","Measure Type","Value"
"East Hampton","900722490","2017","2018","2018","Top 10 Total Grand List","Number","48388192"
"East Hampton","0900722490","2013","2014","2016","Total Grand List","Number","1142151314"
"East Hampton","0900722490","2016","2017","2017","Total Grand List","Number","1149028970"
"East Hampton","900722490","2017","2018","2018","Total Grand List","Number",-666666
"East Hartford","0900322630","2014","2015","2016","Net Grand List","Number","2693033920"
"East Hartford","0900322630","2014","2015","2017","Net Grand List","Number","2693033920"
"East Hartford","900322630","2017","2018","2018","Net Grand List","Number","2730382000"
"East Hartford","0900322630","2014","2015","2016","Top 10 Total Grand List","Number","702607871"
"East Hartford","0900322630","2014","2015","2017","Top 10 Total Grand List","Number","702607871"
"East Hartford","900322630","2017","2018","2018","Top 10 Total Grand List","Number","711886000"
"East Hartford","0900322630","2014","2015","2016","Total Grand List","Number","2997298726"
"East Hartford","0900322630","2014","2015","2017","Total Grand List","Number","2997298726"
"East Hartford","900322630","2017","2018","2018","Total Grand List","Number","3026150000"
"East Haven","0900922910","2014","2015","2016","Net Grand List","Number","1995307654"
"East Haven","0900922910","2016","2017","2017","Net Grand List","Number","1961193636"
"East Haven","900922910","2017","2018","2018","Net Grand List","Number","1972786368"
"East Haven","0900922910","2014","2015","2016","Top 10 Total Grand List","Number","129590140"
"East Haven","0900922910","2016","2017","2017","Top 10 Total Grand List","Number","146699730"
"East Haven","900922910","2017","2018","2018","Top 10 Total Grand List","Number","130624930"
"East Haven","0900922910","2014","2015","2016","Total Grand List","Number","2017860905"
"East Haven","0900922910","2016","2017","2017","Total Grand List","Number","1962907473"
"East Haven","900922910","2017","2018","2018","Total Grand List","Number","1974319607"
"East Lyme","0901123400","2014","2015","2016","Net Grand List","Number","2086779308"
"East Lyme","0901123400","2016","2015","2017","Net Grand List","Number","2149961115"
"East Lyme","0901123400","2016","2015","2018","Net Grand List","Number","2149961115"
"East Lyme","0901123400","2014","2015","2016","Top 10 Total Grand List","Number","71601230"
"East Lyme","0901123400","2016","2015","2017","Top 10 Total Grand List","Number","228925384"
"East Lyme","0901123400","2016","2015","2018","Top 10 Total Grand List","Number","228925384"
"East Lyme","0901123400","2014","2015","2016","Total Grand List","Number","2100447088"
"East Lyme","0901123400","2016","2015","2017","Total Grand List","Number","2162590555"
"East Lyme","0901123400","2016","2015","2018","Total Grand List","Number","2162590555"
"Easton","0900123890","2009","2010","2016","Net Grand List","Number","1585344340"
"Easton","0900123890","2016","2017","2017","Net Grand List","Number","1280632128"
"Easton","900123890","2017","2018","2018","Net Grand List","Number","1279991058"
"Easton","0900123890","2009","2010","2016","Top 10 Total Grand List","Number","63863280"
"Easton","0900123890","2016","2017","2017","Top 10 Total Grand List","Number","59106933"
"Easton","900123890","2017","2018","2018","Top 10 Total Grand List","Number","61809982"
"Easton","0900123890","2009","2010","2016","Total Grand List","Number","1680585670"
"Easton","0900123890","2016","2017","2017","Total Grand List","Number","1368308688"
"Easton","900123890","2017","2018","2018","Total Grand List","Number","1284342708"
"East Windsor","0900324800","2014","2015","2016","Net Grand List","Number","951995751"
"East Windsor","0900324800","2016","2017","2017","Net Grand List","Number","962146920"
"East Windsor","900324800","2017","2018","2018","Net Grand List","Number","959152611"
"East Windsor","0900324800","2014","2015","2016","Top 10 Total Grand List","Number","135984840"
"East Windsor","0900324800","2016","2017","2017","Top 10 Total Grand List","Number","143530870"
"East Windsor","900324800","2017","2018","2018","Top 10 Total Grand List","Number","163182790"
"East Windsor","0900324800","2014","2015","2016","Total Grand List","Number","1066551451"
"East Windsor","0900324800","2016","2017","2017","Total Grand List","Number","996080360"
"East Windsor","900324800","2017","2018","2018","Total Grand List","Number","998855711"
"Ellington","0901325360","2013","2014","2016","Net Grand List","Number","1292151599"
"Ellington","0901325360","2014","2017","2017","Net Grand List","Number","1311524289"
"Ellington","0901325360","2014","2017","2018","Net Grand List","Number","1311524289"
"Ellington","0901325360","2013","2014","2016","Top 10 Total Grand List","Number","99174440"
"Ellington","0901325360","2014","2017","2017","Top 10 Total Grand List","Number","287010494"
"Ellington","0901325360","2014","2017","2018","Top 10 Total Grand List","Number","287010494"
"Ellington","0901325360","2013","2014","2016","Total Grand List","Number","1315960403"
"Ellington","0901325360","2014","2017","2017","Total Grand List","Number","1334478933"
"Ellington","0901325360","2014","2017","2018","Total Grand List","Number","1334478933"
"Enfield","0900325990","2014","2015","2016","Net Grand List","Number","2882768974"
"Enfield","0900325990","2014","2015","2017","Net Grand List","Number","2882768974"
"Enfield","0900325990","2014","2015","2018","Net Grand List","Number","2882768974"
"Enfield","0900325990","2014","2015","2016","Top 10 Total Grand List","Number","279957232"
"Enfield","0900325990","2014","2015","2017","Top 10 Total Grand List","Number","279957232"
"Enfield","0900325990","2014","2015","2018","Top 10 Total Grand List","Number","279957232"
"Enfield","0900325990","2014","2015","2016","Total Grand List","Number","2924870811"
"Enfield","0900325990","2014","2015","2017","Total Grand List","Number","2924870811"
"Enfield","0900325990","2014","2015","2018","Total Grand List","Number","2924870811"
"Essex","0900726270","2014","2015","2016","Net Grand List","Number","1033200611"
"Essex","0900726270","2014","2015","2017","Net Grand List","Number","1033200611"
"Essex","900726270","2017","2018","2018","Net Grand List","Number","1050312030"
"Essex","0900726270","2014","2015","2016","Top 10 Total Grand List","Number","60505020"
"Essex","0900726270","2014","2015","2017","Top 10 Total Grand List","Number","60505020"
"Essex","900726270","2017","2018","2018","Top 10 Total Grand List","Number","61761990"
"Essex","0900726270","2014","2015","2016","Total Grand List","Number","1048056444"
"Essex","0900726270","2014","2015","2017","Total Grand List","Number","1048056444"
"Essex","900726270","2017","2018","2018","Total Grand List","Number","1071635300"
"Fairfield","0900126620","2014","2015","2016","Net Grand List","Number","10975624915"
"Fairfield","0900126620","2014","2015","2017","Net Grand List","Number","10975624915"
"Fairfield","900126620","2017","2018","2018","Net Grand List","Number","10879313517"
"Fairfield","0900126620","2014","2015","2016","Top 10 Total Grand List","Number","452802043"
"Fairfield","0900126620","2014","2015","2017","Top 10 Total Grand List","Number","452802043"
"Fairfield","900126620","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Fairfield","0900126620","2014","2015","2016","Total Grand List","Number","11021545153"
"Fairfield","0900126620","2014","2015","2017","Total Grand List","Number","11021545153"
"Fairfield","900126620","2017","2018","2018","Total Grand List","Number","10929877975"
"Farmington","0900327600","2014","2015","2016","Net Grand List","Number","3533281325"
"Farmington","0900327600","2016","2017","2017","Net Grand List","Number","3595959571"
"Farmington","900327600","2017","2018","2018","Net Grand List","Number","3655376464"
"Farmington","0900327600","2014","2015","2016","Top 10 Total Grand List","Number","416464004"
"Farmington","0900327600","2016","2017","2017","Top 10 Total Grand List","Number","426896640"
"Farmington","900327600","2017","2018","2018","Top 10 Total Grand List","Number","473457770"
"Farmington","0900327600","2014","2015","2016","Total Grand List","Number","3594688850"
"Farmington","0900327600","2016","2017","2017","Total Grand List","Number","3664627838"
"Farmington","900327600","2017","2018","2018","Total Grand List","Number","3728506605"
"Franklin","0901129910","2014","2015","2016","Net Grand List","Number","191400520"
"Franklin","0901129910","2016","2017","2017","Net Grand List","Number","204185571"
"Franklin","0901129910","2016","2017","2018","Net Grand List","Number","204185571"
"Franklin","0901129910","2014","2015","2016","Top 10 Total Grand List","Number","22621740"
"Franklin","0901129910","2016","2017","2017","Top 10 Total Grand List","Number","32663850"
"Franklin","0901129910","2016","2017","2018","Top 10 Total Grand List","Number","32663850"
"Franklin","0901129910","2014","2015","2016","Total Grand List","Number","194119860"
"Franklin","0901129910","2016","2017","2017","Total Grand List","Number","206929181"
"Franklin","0901129910","2016","2017","2018","Total Grand List","Number","206929181"
"Glastonbury","0900331240","2014","2015","2016","Net Grand List","Number","3871305346"
"Glastonbury","0900331240","2014","2015","2017","Net Grand List","Number","3871305346"
"Glastonbury","900331240","2017","2018","2018","Net Grand List","Number","4183263970"
"Glastonbury","0900331240","2014","2015","2016","Top 10 Total Grand List","Number","166955500"
"Glastonbury","0900331240","2014","2015","2017","Top 10 Total Grand List","Number","166955500"
"Glastonbury","900331240","2017","2018","2018","Top 10 Total Grand List","Number","214656430"
"Glastonbury","0900331240","2014","2015","2016","Total Grand List","Number","4146389655"
"Glastonbury","0900331240","2014","2015","2017","Total Grand List","Number","4146389655"
"Glastonbury","900331240","2017","2018","2018","Total Grand List","Number","4205932190"
"Goshen","0900532290","2014","2015","2016","Net Grand List","Number","523351320"
"Goshen","0900532290","2016","2017","2017","Net Grand List","Number","528542130"
"Goshen","0900532290","2016","2017","2018","Net Grand List","Number","528542130"
"Goshen","0900532290","2014","2015","2016","Top 10 Total Grand List","Number","23810940"
"Goshen","0900532290","2016","2017","2017","Top 10 Total Grand List","Number","24081150"
"Goshen","0900532290","2016","2017","2018","Top 10 Total Grand List","Number","24081150"
"Goshen","0900532290","2014","2015","2016","Total Grand List","Number","554213720"
"Goshen","0900532290","2016","2017","2017","Total Grand List","Number","559933500"
"Goshen","0900532290","2016","2017","2018","Total Grand List","Number","559933500"
"Granby","0900332640","2012","2014","2016","Net Grand List","Number","960153300"
"Granby","0900332640","2012","2014","2017","Net Grand List","Number","960153300"
"Granby","900332640","2017","2018","2018","Net Grand List","Number","977286900"
"Granby","0900332640","2012","2014","2016","Top 10 Total Grand List","Number","32766890"
"Granby","0900332640","2012","2014","2017","Top 10 Total Grand List","Number","32766890"
"Granby","900332640","2017","2018","2018","Top 10 Total Grand List","Number","35214130"
"Granby","0900332640","2012","2014","2016","Total Grand List","Number","964290200"
"Granby","0900332640","2012","2014","2017","Total Grand List","Number","964290200"
"Granby","900332640","2017","2018","2018","Total Grand List","Number","977286900"
"Greenwich","0900133620","2014","2015","2016","Net Grand List","Number","31086586390"
"Greenwich","0900133620","2014","2015","2017","Net Grand List","Number","31086586390"
"Greenwich","900133620","2017","2018","2018","Net Grand List","Number","32635507484.00"
"Greenwich","0900133620","2014","2015","2016","Top 10 Total Grand List","Number","1033266290"
"Greenwich","0900133620","2014","2015","2017","Top 10 Total Grand List","Number","1033266290"
"Greenwich","900133620","2017","2018","2018","Top 10 Total Grand List","Number","1088591350.00"
"Greenwich","0900133620","2014","2015","2016","Total Grand List","Number","31127490950"
"Greenwich","0900133620","2014","2015","2017","Total Grand List","Number","31127490950"
"Greenwich","900133620","2017","2018","2018","Total Grand List","Number","36133432364.00"
"Griswold","0901133900","2014","2015","2016","Net Grand List","Number","704317811"
"Griswold","0901133900","2014","2015","2017","Net Grand List","Number","704317811"
"Griswold","901133900","2017","2018","2018","Net Grand List","Number","618555584.00"
"Griswold","0901133900","2014","2015","2016","Top 10 Total Grand List","Number","0"
"Griswold","0901133900","2014","2015","2017","Top 10 Total Grand List","Number","0"
"Griswold","901133900","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Griswold","0901133900","2014","2015","2016","Total Grand List","Number","712031571"
"Griswold","0901133900","2014","2015","2017","Total Grand List","Number","712031571"
"Griswold","901133900","2017","2018","2018","Total Grand List","Number","716664476.00"
"Groton","0901134250","2014","2015","2016","Net Grand List","Number","3820151399"
"Groton","0901134250","2014","2017","2017","Net Grand List","Number","3820151399"
"Groton","901134250","2017","2018","2018","Net Grand List","Number","2541993265"
"Groton","0901134250","2014","2015","2016","Top 10 Total Grand List","Number","788275995"
"Groton","0901134250","2014","2017","2017","Top 10 Total Grand List","Number","788275995"
"Groton","901134250","2017","2018","2018","Top 10 Total Grand List","Number","167563591"
"Groton","0901134250","2014","2015","2016","Total Grand List","Number","4026986893"
"Groton","0901134250","2014","2017","2017","Total Grand List","Number","5023118993"
"Groton","901134250","2017","2018","2018","Total Grand List","Number","5258501798"
"Guilford","0900934950","2012","2013","2016","Net Grand List","Number","3494942749"
"Guilford","0900934950","2015","2017","2017","Net Grand List","Number","3074936075"
"Guilford","900934950","2017","2018","2018","Net Grand List","Number","2971919199"
"Guilford","0900934950","2012","2013","2016","Top 10 Total Grand List","Number","96164696"
"Guilford","0900934950","2015","2017","2017","Top 10 Total Grand List","Number","103715855"
"Guilford","900934950","2017","2018","2018","Top 10 Total Grand List","Number","107751480"
"Guilford","0900934950","2012","2013","2016","Total Grand List","Number","3516977919"
"Guilford","0900934950","2015","2017","2017","Total Grand List","Number","3097760155"
"Guilford","900934950","2017","2018","2018","Total Grand List","Number","2996424469"
"Haddam","0900735230","2012","2013","2016","Net Grand List","Number","901419307"
"Haddam","0900735230","2012","2013","2017","Net Grand List","Number","901419307"
"Haddam","900735230","2017","2018","2018","Net Grand List","Number","947112519"
"Haddam","0900735230","2012","2013","2016","Top 10 Total Grand List","Number","86532680"
"Haddam","0900735230","2012","2013","2017","Top 10 Total Grand List","Number","86532680"
"Haddam","900735230","2017","2018","2018","Top 10 Total Grand List","Number","120140485"
"Haddam","0900735230","2012","2013","2016","Total Grand List","Number","904391025"
"Haddam","0900735230","2012","2013","2017","Total Grand List","Number","904391025"
"Haddam","900735230","2017","2018","2018","Total Grand List","Number","951105109"
"Hamden","0900935650","2014","2015","2016","Net Grand List","Number","4075493965"
"Hamden","0900935650","2014","2015","2017","Net Grand List","Number","4075493965"
"Hamden","0900935650","2014","2015","2018","Net Grand List","Number","4075493965"
"Hamden","0900935650","2014","2015","2016","Top 10 Total Grand List","Number","261938020"
"Hamden","0900935650","2014","2015","2017","Top 10 Total Grand List","Number","261938020"
"Hamden","0900935650","2014","2015","2018","Top 10 Total Grand List","Number","261938020"
"Hamden","0900935650","2014","2015","2016","Total Grand List","Number","4850492588"
"Hamden","0900935650","2014","2015","2017","Total Grand List","Number","4850492588"
"Hamden","0900935650","2014","2015","2018","Total Grand List","Number","4850492588"
"Hampton","0901536000","2014","2015","2016","Net Grand List","Number","125064590"
"Hampton","0901536000","2016","2017","2017","Net Grand List","Number","140063946"
"Hampton","901536000","2016","2018","2018","Net Grand List","Number","140063946"
"Hampton","0901536000","2014","2015","2016","Top 10 Total Grand List","Number","8081370"
"Hampton","0901536000","2016","2017","2017","Top 10 Total Grand List","Number","22772030"
"Hampton","901536000","2016","2018","2018","Top 10 Total Grand List","Number","21342780"
"Hampton","0901536000","2014","2015","2016","Total Grand List","Number","127728058"
"Hampton","0901536000","2016","2017","2017","Total Grand List","Number","143328541"
"Hampton","901536000","2016","2018","2018","Total Grand List","Number","143328541"
"Hartford","0900337070","2013","2014","2016","Net Grand List","Number","3535402755"
"Hartford","0900337070","2013","2014","2017","Net Grand List","Number","3535402755"
"Hartford","900337070","2017","2018","2018","Net Grand List","Number",-666666
"Hartford","0900337070","2013","2014","2016","Top 10 Total Grand List","Number","733624930"
"Hartford","0900337070","2013","2014","2017","Top 10 Total Grand List","Number","733624930"
"Hartford","900337070","2017","2018","2018","Top 10 Total Grand List","Number","876120308"
"Hartford","0900337070","2013","2014","2016","Total Grand List","Number","3621429969"
"Hartford","0900337070","2013","2014","2017","Total Grand List","Number","3621429969"
"Hartford","900337070","2017","2018","2018","Total Grand List","Number",-666666
"Hartland","0900337140","2014","2015","2016","Net Grand List","Number","196621970"
"Hartland","0900337140","2014","2015","2017","Net Grand List","Number","196621970"
"Hartland","0900337140","2014","2015","2018","Net Grand List","Number","196621970"
"Hartland","0900337140","2014","2015","2016","Top 10 Total Grand List","Number","26134919"
"Hartland","0900337140","2014","2015","2017","Top 10 Total Grand List","Number","26134919"
"Hartland","0900337140","2014","2015","2018","Top 10 Total Grand List","Number","26134919"
"Hartland","0900337140","2014","2015","2016","Total Grand List","Number","197143250"
"Hartland","0900337140","2014","2015","2017","Total Grand List","Number","197143250"
"Hartland","0900337140","2014","2015","2018","Total Grand List","Number","197143250"
"Harwinton","0900537280","2016","2010","2016","Net Grand List","Number","556873275"
"Harwinton","0900537280","2016","2017","2017","Net Grand List","Number","556281571"
"Harwinton","0900537280","2016","2017","2018","Net Grand List","Number","556281571"
"Harwinton","0900537280","2016","2010","2016","Top 10 Total Grand List","Number","40667595"
"Harwinton","0900537280","2016","2017","2017","Top 10 Total Grand List","Number","44436410"
"Harwinton","0900537280","2016","2017","2018","Top 10 Total Grand List","Number","44436410"
"Harwinton","0900537280","2016","2010","2016","Total Grand List","Number","562107618"
"Harwinton","0900537280","2016","2017","2017","Total Grand List","Number",-666666
"Harwinton","0900537280","2016","2017","2018","Total Grand List","Number",-666666
"Hebron","0901337910","2014","2015","2016","Net Grand List","Number","782001450"
"Hebron","0901337910","2016","2017","2017","Net Grand List","Number","755158200"
"Hebron","901337910","2017","2018","2018","Net Grand List","Number",-666666
"Hebron","0901337910","2014","2015","2016","Top 10 Total Grand List","Number","19938470"
"Hebron","0901337910","2016","2017","2017","Top 10 Total Grand List","Number","22177170"
"Hebron","901337910","2017","2018","2018","Top 10 Total Grand List","Number","24852990"
"Hebron","0901337910","2014","2015","2016","Total Grand List","Number","849256660"
"Hebron","0901337910","2016","2017","2017","Total Grand List","Number","760176060"
"Hebron","901337910","2017","2018","2018","Total Grand List","Number",-666666
"Kent","0900540290","2014","2015","2016","Net Grand List","Number","665620489"
"Kent","0900540290","2016","2017","2017","Net Grand List","Number","600802817"
"Kent","900540290","2017","2018","2018","Net Grand List","Number",-666666
"Kent","0900540290","2014","2015","2016","Top 10 Total Grand List","Number","43035030"
"Kent","0900540290","2016","2017","2017","Top 10 Total Grand List","Number","44181650"
"Kent","900540290","2017","2018","2018","Top 10 Total Grand List","Number","44181650"
"Kent","0900540290","2014","2015","2016","Total Grand List","Number","799349189"
"Kent","0900540290","2016","2017","2017","Total Grand List","Number","729440391"
"Kent","900540290","2017","2018","2018","Total Grand List","Number",-666666
"Killingly","0901540500","2014","2015","2016","Net Grand List","Number","1216303959"
"Killingly","0901540500","2014","2015","2017","Net Grand List","Number","1216303959"
"Killingly","901540500","2017","2018","2018","Net Grand List","Number","1161533633"
"Killingly","0901540500","2014","2015","2016","Top 10 Total Grand List","Number","264335538"
"Killingly","0901540500","2014","2015","2017","Top 10 Total Grand List","Number","264335538"
"Killingly","901540500","2017","2018","2018","Top 10 Total Grand List","Number","298244066"
"Killingly","0901540500","2014","2015","2016","Total Grand List","Number","1527677336"
"Killingly","0901540500","2014","2015","2017","Total Grand List","Number","1527677336"
"Killingly","901540500","2017","2018","2018","Total Grand List","Number","1659333761"
"Killingworth","0900740710","2014","2015","2016","Net Grand List","Number","722716487"
"Killingworth","0900740710","2014","2017","2017","Net Grand List","Number","691256002"
"Killingworth","0900740710","2014","2017","2018","Net Grand List","Number","691256002"
"Killingworth","0900740710","2014","2015","2016","Top 10 Total Grand List","Number","0"
"Killingworth","0900740710","2014","2017","2017","Top 10 Total Grand List","Number","26021650"
"Killingworth","0900740710","2014","2017","2018","Top 10 Total Grand List","Number","26021650"
"Killingworth","0900740710","2014","2015","2016","Total Grand List","Number","724655760"
"Killingworth","0900740710","2014","2017","2017","Total Grand List","Number","743735692"
"Killingworth","0900740710","2014","2017","2018","Total Grand List","Number","743735692"
"Lebanon","0901142390","2014","2015","2016","Net Grand List","Number","607415900"
"Lebanon","0901142390","2016","2017","2017","Net Grand List","Number","625039701"
"Lebanon","901142390","2017","2018","2018","Net Grand List","Number",-666666
"Lebanon","0901142390","2014","2015","2016","Top 10 Total Grand List","Number","61513730"
"Lebanon","0901142390","2016","2017","2017","Top 10 Total Grand List","Number","74853730"
"Lebanon","901142390","2017","2018","2018","Top 10 Total Grand List","Number","89348620"
"Lebanon","0901142390","2014","2015","2016","Total Grand List","Number","616690088"
"Lebanon","0901142390","2016","2017","2017","Total Grand List","Number","626939701"
"Lebanon","901142390","2017","2018","2018","Total Grand List","Number",-666666
"Ledyard","0901142600","2014","2015","2016","Net Grand List","Number","1127207978"
"Ledyard","0901142600","2016","2017","2017","Net Grand List","Number","1099748200"
"Ledyard","901142600","2017","2018","2018","Net Grand List","Number","1104206276"
"Ledyard","0901142600","2014","2015","2016","Top 10 Total Grand List","Number","81595884"
"Ledyard","0901142600","2016","2017","2017","Top 10 Total Grand List","Number","85110296"
"Ledyard","901142600","2017","2018","2018","Top 10 Total Grand List","Number","84939793"
"Ledyard","0901142600","2014","2015","2016","Total Grand List","Number","1158590893"
"Ledyard","0901142600","2016","2017","2017","Total Grand List","Number","1119983362"
"Ledyard","901142600","2017","2018","2018","Total Grand List","Number","1127031122"
"Lisbon","0901143230","2009","2010","2016","Net Grand List","Number",-666666
"Lisbon","0901143230","2016","2017","2017","Net Grand List","Number","371857888"
"Lisbon","0901143230","2016","2017","2018","Net Grand List","Number","371857888"
"Lisbon","0901143230","2009","2010","2016","Top 10 Total Grand List","Number","73616990"
"Lisbon","0901143230","2016","2017","2017","Top 10 Total Grand List","Number","68702680"
"Lisbon","0901143230","2016","2017","2018","Top 10 Total Grand List","Number","68702680"
"Lisbon","0901143230","2009","2010","2016","Total Grand List","Number",-666666
"Lisbon","0901143230","2016","2017","2017","Total Grand List","Number","387984509"
"Lisbon","0901143230","2016","2017","2018","Total Grand List","Number","387984509"
"Litchfield","0900543370","2013","2014","2016","Net Grand List","Number","1030897219"
"Litchfield","0900543370","2015","2017","2017","Net Grand List","Number","1033225640"
"Litchfield","900543370","2017","2018","2018","Net Grand List","Number","1047817884"
"Litchfield","0900543370","2013","2014","2016","Top 10 Total Grand List","Number","82957056"
"Litchfield","0900543370","2015","2017","2017","Top 10 Total Grand List","Number","90687124"
"Litchfield","900543370","2017","2018","2018","Top 10 Total Grand List","Number","49477910"
"Litchfield","0900543370","2013","2014","2016","Total Grand List","Number","1034480809"
"Litchfield","0900543370","2015","2017","2017","Total Grand List","Number","1036999800"
"Litchfield","900543370","2017","2018","2018","Total Grand List","Number","1051689474"
"Lyme","0901144210","2013","2014","2016","Net Grand List","Number","513668184"
"Lyme","0901144210","2016","2017","2017","Net Grand List","Number","522563142"
"Lyme","901144210","2017","2018","2018","Net Grand List","Number","530105917"
"Lyme","0901144210","2013","2014","2016","Top 10 Total Grand List","Number","27204881"
"Lyme","0901144210","2016","2017","2017","Top 10 Total Grand List","Number","28332175"
"Lyme","901144210","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Lyme","0901144210","2013","2014","2016","Total Grand List","Number","514932250"
"Lyme","0901144210","2016","2017","2017","Total Grand List","Number","523790941"
"Lyme","901144210","2017","2018","2018","Total Grand List","Number",-666666
"Madison","0900944560","2014","2015","2016","Net Grand List","Number","2858542117"
"Madison","0900944560","2016","2017","2017","Net Grand List","Number",-666666
"Madison","900944560","2017","2018","2018","Net Grand List","Number","2904651515"
"Madison","0900944560","2014","2015","2016","Top 10 Total Grand List","Number","77027425"
"Madison","0900944560","2016","2017","2017","Top 10 Total Grand List","Number","83113860"
"Madison","900944560","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Madison","0900944560","2014","2015","2016","Total Grand List","Number","3145665777"
"Madison","0900944560","2016","2017","2017","Total Grand List","Number",-666666
"Madison","900944560","2017","2018","2018","Total Grand List","Number","2913348945"
"Manchester","0900344700","2014","2015","2016","Net Grand List","Number","3922977420"
"Manchester","0900344700","2016","2017","2017","Net Grand List","Number","3985572184"
"Manchester","900344700","2017","2018","2018","Net Grand List","Number","4001892662"
"Manchester","0900344700","2014","2015","2016","Top 10 Total Grand List","Number","492931660"
"Manchester","0900344700","2016","2017","2017","Top 10 Total Grand List","Number","553665831"
"Manchester","900344700","2017","2018","2018","Top 10 Total Grand List","Number","551712691"
"Manchester","0900344700","2014","2015","2016","Total Grand List","Number","4503210360"
"Manchester","0900344700","2016","2017","2017","Total Grand List","Number","4516139037"
"Manchester","900344700","2017","2018","2018","Total Grand List","Number","4550978530"
"Mansfield","0901344910","2014","2015","2016","Net Grand List","Number","1026856306"
"Mansfield","0901344910","2016","2017","2017","Net Grand List","Number","1072179179"
"Mansfield","901344910","2017","2018","2018","Net Grand List","Number","1104769523"
"Mansfield","0901344910","2014","2015","2016","Top 10 Total Grand List","Number","147660520"
"Mansfield","0901344910","2016","2017","2017","Top 10 Total Grand List","Number","187130370"
"Mansfield","901344910","2017","2018","2018","Top 10 Total Grand List","Number","184162970"
"Mansfield","0901344910","2014","2015","2016","Total Grand List","Number","1466937580"
"Mansfield","0901344910","2016","2017","2017","Total Grand List","Number","1080047527"
"Mansfield","901344910","2017","2018","2018","Total Grand List","Number","1111414023"
"Marlborough","0900345820","2013","2014","2016","Net Grand List","Number","572265450"
"Marlborough","0900345820","2015","2014","2017","Net Grand List","Number","576606550"
"Marlborough","0900345820","2015","2014","2018","Net Grand List","Number","576606550"
"Marlborough","0900345820","2013","2014","2016","Top 10 Total Grand List","Number","21020655"
"Marlborough","0900345820","2015","2014","2017","Top 10 Total Grand List","Number","21020655"
"Marlborough","0900345820","2015","2014","2018","Top 10 Total Grand List","Number","21020655"
"Marlborough","0900345820","2013","2014","2016","Total Grand List","Number",-666666
"Marlborough","0900345820","2015","2014","2017","Total Grand List","Number",-666666
"Marlborough","0900345820","2015","2014","2018","Total Grand List","Number",-666666
"Meriden","0900946520","2014","2015","2016","Net Grand List","Number","3218470206"
"Meriden","0900946520","2016","2015","2017","Net Grand List","Number","32166495723"
"Meriden","900946520","2017","2018","2018","Net Grand List","Number","3216495723"
"Meriden","0900946520","2014","2015","2016","Top 10 Total Grand List","Number","276146658"
"Meriden","0900946520","2016","2015","2017","Top 10 Total Grand List","Number","276246308"
"Meriden","900946520","2017","2018","2018","Top 10 Total Grand List","Number","283211598"
"Meriden","0900946520","2014","2015","2016","Total Grand List","Number","3448985028"
"Meriden","0900946520","2016","2015","2017","Total Grand List","Number","3287379573"
"Meriden","900946520","2017","2018","2018","Total Grand List","Number","3308087740"
"Middlebury","0900946940","2013","2014","2016","Net Grand List","Number","928483314"
"Middlebury","0900946940","2016","2017","2017","Net Grand List","Number","941970037"
"Middlebury","900946940","2017","2018","2018","Net Grand List","Number","949901476"
"Middlebury","0900946940","2013","2014","2016","Top 10 Total Grand List","Number","70285098"
"Middlebury","0900946940","2016","2017","2017","Top 10 Total Grand List","Number","75332041"
"Middlebury","900946940","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Middlebury","0900946940","2013","2014","2016","Total Grand List","Number","933500324"
"Middlebury","0900946940","2016","2017","2017","Total Grand List","Number","947316992"
"Middlebury","900946940","2017","2018","2018","Total Grand List","Number","954804496"
"Middlefield","0900747080","2013","2014","2016","Net Grand List","Number","405401780"
"Middlefield","0900747080","2016","2017","2017","Net Grand List","Number","401247930"
"Middlefield","0900747080","2016","2017","2018","Net Grand List","Number","401247930"
"Middlefield","0900747080","2013","2014","2016","Top 10 Total Grand List","Number","44930080"
"Middlefield","0900747080","2016","2017","2017","Top 10 Total Grand List","Number","33729510"
"Middlefield","0900747080","2016","2017","2018","Top 10 Total Grand List","Number","33729510"
"Middlefield","0900747080","2013","2014","2016","Total Grand List","Number","421602630"
"Middlefield","0900747080","2016","2017","2017","Total Grand List","Number","416600880"
"Middlefield","0900747080","2016","2017","2018","Total Grand List","Number","416600880"
"Middletown","0900747360","2013","2014","2016","Net Grand List","Number","3314641715"
"Middletown","0900747360","2015","2017","2017","Net Grand List","Number","3329284583"
"Middletown","0900747360","2015","2017","2018","Net Grand List","Number","3329284583"
"Middletown","0900747360","2013","2014","2016","Top 10 Total Grand List","Number","471261945"
"Middletown","0900747360","2015","2017","2017","Top 10 Total Grand List","Number","520588089"
"Middletown","0900747360","2015","2017","2018","Top 10 Total Grand List","Number","520588089"
"Middletown","0900747360","2013","2014","2016","Total Grand List","Number","3491254537"
"Middletown","0900747360","2015","2017","2017","Total Grand List","Number","3534691490"
"Middletown","0900747360","2015","2017","2018","Total Grand List","Number","3534691490"
"Milford","0900947535","2014","2015","2016","Net Grand List","Number","6388015939"
"Milford","0900947535","2014","2017","2017","Net Grand List","Number","6388015939"
"Milford","0900947535","2014","2017","2018","Net Grand List","Number","6388015939"
"Milford","0900947535","2014","2015","2016","Top 10 Total Grand List","Number","513489894"
