"Town","FIPS","Year","Year Submitted","Town Profile Year","Variable","Measure Type","Value"
"Hampton","0901536000",2014,2015,2016,"Net Grand List","Number",125064590
"Hampton","0901536000",2014,2015,2016,"Top 10 Total Grand List","Number",8081370
"Hampton","0901536000",2014,2015,2016,"Total Grand List","Number",127728058
"Hampton","0901536000",2016,2017,2017,"Net Grand List","Number",140063946
"Hampton","0901536000",2016,2017,2017,"Top 10 Total Grand List","Number",22772030
"Hampton","0901536000",2016,2017,2017,"Total Grand List","Number",143328541
"Hartford","0900337070",2013,2014,2016,"Net Grand List","Number",3535402755
"Hartford","0900337070",2013,2014,2016,"Top 10 Total Grand List","Number",733624930
"Hartford","0900337070",2013,2014,2016,"Total Grand List","Number",3621429969
"Hartford","0900337070",2013,2014,2017,"Net Grand List","Number",3535402755
"Hartford","0900337070",2013,2014,2017,"Top 10 Total Grand List","Number",733624930
"Hartford","0900337070",2013,2014,2017,"Total Grand List","Number",3621429969
"Hartland","0900337140",2014,2015,2016,"Net Grand List","Number",196621970
"Hartland","0900337140",2014,2015,2016,"Top 10 Total Grand List","Number",26134919
"Hartland","0900337140",2014,2015,2016,"Total Grand List","Number",197143250
"Hartland","0900337140",2014,2015,2017,"Net Grand List","Number",196621970
"Hartland","0900337140",2014,2015,2017,"Top 10 Total Grand List","Number",26134919
"Hartland","0900337140",2014,2015,2017,"Total Grand List","Number",197143250
"Harwinton","0900537280",2016,2010,2016,"Net Grand List","Number",556873275
"Harwinton","0900537280",2016,2010,2016,"Top 10 Total Grand List","Number",40667595
"Harwinton","0900537280",2016,2010,2016,"Total Grand List","Number",562107618
"Harwinton","0900537280",2016,2017,2017,"Net Grand List","Number",556281571
"Harwinton","0900537280",2016,2017,2017,"Top 10 Total Grand List","Number",44436410
"Harwinton","0900537280",2016,2017,2017,"Total Grand List","Number",-666666
"Hebron","0901337910",2014,2015,2016,"Net Grand List","Number",782001450
"Hebron","0901337910",2014,2015,2016,"Top 10 Total Grand List","Number",19938470
"Hebron","0901337910",2014,2015,2016,"Total Grand List","Number",849256660
"Hebron","0901337910",2016,2017,2017,"Net Grand List","Number",755158200
"Hebron","0901337910",2016,2017,2017,"Top 10 Total Grand List","Number",22177170
"Hebron","0901337910",2016,2017,2017,"Total Grand List","Number",760176060
"Kent","0900540290",2014,2015,2016,"Net Grand List","Number",665620489
"Kent","0900540290",2014,2015,2016,"Top 10 Total Grand List","Number",43035030
"Kent","0900540290",2014,2015,2016,"Total Grand List","Number",799349189
"Kent","0900540290",2016,2017,2017,"Net Grand List","Number",600802817
"Kent","0900540290",2016,2017,2017,"Top 10 Total Grand List","Number",44181650
"Kent","0900540290",2016,2017,2017,"Total Grand List","Number",729440391
"Killingly","0901540500",2014,2015,2016,"Net Grand List","Number",1216303959
"Killingly","0901540500",2014,2015,2016,"Top 10 Total Grand List","Number",264335538
"Killingly","0901540500",2014,2015,2016,"Total Grand List","Number",1527677336
"Killingly","0901540500",2014,2015,2017,"Net Grand List","Number",1216303959
"Killingly","0901540500",2014,2015,2017,"Top 10 Total Grand List","Number",264335538
"Killingly","0901540500",2014,2015,2017,"Total Grand List","Number",1527677336
"Killingworth","0900740710",2014,2015,2016,"Net Grand List","Number",722716487
"Killingworth","0900740710",2014,2015,2016,"Top 10 Total Grand List","Number",0
"Killingworth","0900740710",2014,2015,2016,"Total Grand List","Number",724655760
"Killingworth","0900740710",2014,2017,2017,"Net Grand List","Number",691256002
"Killingworth","0900740710",2014,2017,2017,"Top 10 Total Grand List","Number",26021650
"Killingworth","0900740710",2014,2017,2017,"Total Grand List","Number",743735692
"Lebanon","0901142390",2014,2015,2016,"Net Grand List","Number",607415900
"Lebanon","0901142390",2014,2015,2016,"Top 10 Total Grand List","Number",61513730
"Lebanon","0901142390",2014,2015,2016,"Total Grand List","Number",616690088
"Lebanon","0901142390",2016,2017,2017,"Net Grand List","Number",625039701
"Lebanon","0901142390",2016,2017,2017,"Top 10 Total Grand List","Number",74853730
"Lebanon","0901142390",2016,2017,2017,"Total Grand List","Number",626939701
"Ledyard","0901142600",2014,2015,2016,"Net Grand List","Number",1127207978
"Ledyard","0901142600",2014,2015,2016,"Top 10 Total Grand List","Number",81595884
"Ledyard","0901142600",2014,2015,2016,"Total Grand List","Number",1158590893
"Ledyard","0901142600",2016,2017,2017,"Net Grand List","Number",1099748200
"Ledyard","0901142600",2016,2017,2017,"Top 10 Total Grand List","Number",85110296
"Ledyard","0901142600",2016,2017,2017,"Total Grand List","Number",1119983362
"Lisbon","0901143230",2009,2010,2016,"Net Grand List","Number",-666666
"Lisbon","0901143230",2009,2010,2016,"Top 10 Total Grand List","Number",73616990
"Lisbon","0901143230",2009,2010,2016,"Total Grand List","Number",-666666
"Lisbon","0901143230",2016,2017,2017,"Net Grand List","Number",371857888
"Lisbon","0901143230",2016,2017,2017,"Top 10 Total Grand List","Number",68702680
"Lisbon","0901143230",2016,2017,2017,"Total Grand List","Number",387984509
"Litchfield","0900543370",2013,2014,2016,"Net Grand List","Number",1030897219
"Litchfield","0900543370",2013,2014,2016,"Top 10 Total Grand List","Number",82957056
"Litchfield","0900543370",2013,2014,2016,"Total Grand List","Number",1034480809
"Litchfield","0900543370",2015,2017,2017,"Net Grand List","Number",1033225640
"Litchfield","0900543370",2015,2017,2017,"Top 10 Total Grand List","Number",90687124
"Litchfield","0900543370",2015,2017,2017,"Total Grand List","Number",1036999800
"Lyme","0901144210",2013,2014,2016,"Net Grand List","Number",513668184
"Lyme","0901144210",2013,2014,2016,"Top 10 Total Grand List","Number",27204881
"Lyme","0901144210",2013,2014,2016,"Total Grand List","Number",514932250
"Lyme","0901144210",2016,2017,2017,"Net Grand List","Number",522563142
"Lyme","0901144210",2016,2017,2017,"Top 10 Total Grand List","Number",28332175
"Lyme","0901144210",2016,2017,2017,"Total Grand List","Number",523790941
"Madison","0900944560",2014,2015,2016,"Net Grand List","Number",2858542117
"Madison","0900944560",2014,2015,2016,"Top 10 Total Grand List","Number",77027425
"Madison","0900944560",2014,2015,2016,"Total Grand List","Number",3145665777
"Madison","0900944560",2014,2015,2017,"Net Grand List","Number",2858542117
"Madison","0900944560",2014,2015,2017,"Top 10 Total Grand List","Number",77027425
"Madison","0900944560",2014,2015,2017,"Total Grand List","Number",3145665777
"Manchester","0900344700",2014,2015,2016,"Net Grand List","Number",3922977420
"Manchester","0900344700",2014,2015,2016,"Top 10 Total Grand List","Number",492931660
"Manchester","0900344700",2014,2015,2016,"Total Grand List","Number",4503210360
"Manchester","0900344700",2016,2017,2017,"Net Grand List","Number",3985572184
"Manchester","0900344700",2016,2017,2017,"Top 10 Total Grand List","Number",553665831
"Manchester","0900344700",2016,2017,2017,"Total Grand List","Number",4516139037
"Mansfield","0901344910",2014,2015,2016,"Net Grand List","Number",1026856306
"Mansfield","0901344910",2014,2015,2016,"Top 10 Total Grand List","Number",147660520
"Mansfield","0901344910",2014,2015,2016,"Total Grand List","Number",1466937580
"Mansfield","0901344910",2016,2017,2017,"Net Grand List","Number",1072179179
"Mansfield","0901344910",2016,2017,2017,"Top 10 Total Grand List","Number",187130370
"Mansfield","0901344910",2016,2017,2017,"Total Grand List","Number",1080047527
"Marlborough","0900345820",2013,2014,2016,"Net Grand List","Number",572265450
"Marlborough","0900345820",2013,2014,2016,"Top 10 Total Grand List","Number",21020655
"Marlborough","0900345820",2013,2014,2016,"Total Grand List","Number",-666666
"Marlborough","0900345820",2015,2014,2017,"Net Grand List","Number",576606550
"Marlborough","0900345820",2015,2014,2017,"Top 10 Total Grand List","Number",21020655
"Marlborough","0900345820",2015,2014,2017,"Total Grand List","Number",-666666
"Meriden","0900946520",2014,2015,2016,"Net Grand List","Number",3218470206
"Meriden","0900946520",2014,2015,2016,"Top 10 Total Grand List","Number",276146658
"Meriden","0900946520",2014,2015,2016,"Total Grand List","Number",3448985028
"Meriden","0900946520",2016,2015,2017,"Net Grand List","Number",32166495723
"Meriden","0900946520",2016,2015,2017,"Top 10 Total Grand List","Number",276246308
"Meriden","0900946520",2016,2015,2017,"Total Grand List","Number",3287379573
"Middlebury","0900946940",2013,2014,2016,"Net Grand List","Number",928483314
"Middlebury","0900946940",2013,2014,2016,"Top 10 Total Grand List","Number",70285098
"Middlebury","0900946940",2013,2014,2016,"Total Grand List","Number",933500324
"Middlebury","0900946940",2016,2017,2017,"Net Grand List","Number",941970037
"Middlebury","0900946940",2016,2017,2017,"Top 10 Total Grand List","Number",75332041
"Middlebury","0900946940",2016,2017,2017,"Total Grand List","Number",947316992
"Middlefield","0900747080",2013,2014,2016,"Net Grand List","Number",405401780
"Middlefield","0900747080",2013,2014,2016,"Top 10 Total Grand List","Number",44930080
"Middlefield","0900747080",2013,2014,2016,"Total Grand List","Number",421602630
"Middlefield","0900747080",2016,2017,2017,"Net Grand List","Number",401247930
"Middlefield","0900747080",2016,2017,2017,"Top 10 Total Grand List","Number",33729510
"Middlefield","0900747080",2016,2017,2017,"Total Grand List","Number",416600880
"Middletown","0900747360",2013,2014,2016,"Net Grand List","Number",3314641715
"Middletown","0900747360",2013,2014,2016,"Top 10 Total Grand List","Number",471261945
"Middletown","0900747360",2013,2014,2016,"Total Grand List","Number",3491254537
"Middletown","0900747360",2015,2017,2017,"Net Grand List","Number",3329284583
"Middletown","0900747360",2015,2017,2017,"Top 10 Total Grand List","Number",520588089
"Middletown","0900747360",2015,2017,2017,"Total Grand List","Number",3534691490
"Milford","0900947535",2014,2015,2016,"Net Grand List","Number",6388015939
"Milford","0900947535",2014,2015,2016,"Top 10 Total Grand List","Number",513489894
"Milford","0900947535",2014,2015,2016,"Total Grand List","Number",6554994017
"Milford","0900947535",2014,2017,2017,"Net Grand List","Number",6388015939
"Milford","0900947535",2014,2017,2017,"Top 10 Total Grand List","Number",513489894
"Milford","0900947535",2014,2017,2017,"Total Grand List","Number",6554994017
"Monroe","0900148620",2012,2013,2016,"Net Grand List","Number",2310276150
"Monroe","0900148620",2012,2013,2016,"Top 10 Total Grand List","Number",136986213
"Monroe","0900148620",2012,2013,2016,"Total Grand List","Number",2327195097
"Monroe","0900148620",2012,2013,2017,"Net Grand List","Number",2310276150
"Monroe","0900148620",2012,2013,2017,"Top 10 Total Grand List","Number",136986213
"Monroe","0900148620",2012,2013,2017,"Total Grand List","Number",2327195097
"Montville","0901148900",2014,2015,2016,"Net Grand List","Number",1255702744
"Montville","0901148900",2014,2015,2016,"Top 10 Total Grand List","Number",116729162
"Montville","0901148900",2014,2015,2016,"Total Grand List","Number",1305824499
"Montville","0901148900",2016,2017,2017,"Net Grand List","Number",1253875752
"Montville","0901148900",2016,2017,2017,"Top 10 Total Grand List","Number",138308759
"Montville","0901148900",2016,2017,2017,"Total Grand List","Number",1300277525
"Morris","0900549460",2013,2013,2016,"Net Grand List","Number",-666666
"Morris","0900549460",2013,2013,2016,"Top 10 Total Grand List","Number",-666666
"Morris","0900549460",2013,2013,2016,"Total Grand List","Number",-666666
"Morris","0900549460",2015,2017,2017,"Net Grand List","Number",299635985
"Morris","0900549460",2015,2017,2017,"Top 10 Total Grand List","Number",40705200
"Morris","0900549460",2015,2017,2017,"Total Grand List","Number",300831865
"Naugatuck","0900949950",2009,2009,2016,"Net Grand List","Number",-666666
"Naugatuck","0900949950",2009,2009,2016,"Top 10 Total Grand List","Number",93651221
"Naugatuck","0900949950",2009,2009,2016,"Total Grand List","Number",-666666
"Naugatuck","0900949950",2016,2017,2017,"Net Grand List","Number",1606106106
"Naugatuck","0900949950",2016,2017,2017,"Top 10 Total Grand List","Number",115570010
"Naugatuck","0900949950",2016,2017,2017,"Total Grand List","Number",1656486692
"New Britain","0900350440",2013,2014,2016,"Net Grand List","Number",2443704233
"New Britain","0900350440",2013,2014,2016,"Top 10 Total Grand List","Number",173359634
"New Britain","0900350440",2013,2014,2016,"Total Grand List","Number",2549887651
"New Britain","0900350440",2016,2017,2017,"Net Grand List","Number",2461910045
"New Britain","0900350440",2016,2017,2017,"Top 10 Total Grand List","Number",172856975
"New Britain","0900350440",2016,2017,2017,"Total Grand List","Number",2584263274
"New Canaan","0900150580",2013,2013,2016,"Net Grand List","Number",-666666
"New Canaan","0900150580",2013,2013,2016,"Top 10 Total Grand List","Number",-666666
"New Canaan","0900150580",2013,2013,2016,"Total Grand List","Number",-666666
"New Canaan","0900150580",2014,2014,2017,"Net Grand List","Number",-666666
"New Canaan","0900150580",2014,2014,2017,"Top 10 Total Grand List","Number",-666666
"New Canaan","0900150580",2014,2014,2017,"Total Grand List","Number",-666666
"New Fairfield","0900150860",2009,2010,2016,"Net Grand List","Number",1679534745
"New Fairfield","0900150860",2009,2010,2016,"Top 10 Total Grand List","Number",961697.14
"New Fairfield","0900150860",2009,2010,2016,"Total Grand List","Number",1685807775
"New Fairfield","0900150860",2009,2010,2017,"Net Grand List","Number",1679534745
"New Fairfield","0900150860",2009,2010,2017,"Top 10 Total Grand List","Number",961697.14
"New Fairfield","0900150860",2009,2010,2017,"Total Grand List","Number",1685807775
"New Hartford","0900551350",2014,2015,2016,"Net Grand List","Number",652909063
"New Hartford","0900551350",2014,2015,2016,"Top 10 Total Grand List","Number",40540230
"New Hartford","0900551350",2014,2015,2016,"Total Grand List","Number",666827
"New Hartford","0900551350",2015,2017,2017,"Net Grand List","Number",656493422
"New Hartford","0900551350",2015,2017,2017,"Top 10 Total Grand List","Number",47927470
"New Hartford","0900551350",2015,2017,2017,"Total Grand List","Number",669319032
"New Haven","0900952070",2009,2010,2016,"Net Grand List","Number",5447495563
"New Haven","0900952070",2009,2010,2016,"Top 10 Total Grand List","Number",1003972515
"New Haven","0900952070",2009,2010,2016,"Total Grand List","Number",6600398094
"New Haven","0900952070",2009,2010,2017,"Net Grand List","Number",5447495563
"New Haven","0900952070",2009,2010,2017,"Top 10 Total Grand List","Number",1003972515
"New Haven","0900952070",2009,2010,2017,"Total Grand List","Number",6600398094
"Newington","0900352140",2014,2015,2016,"Net Grand List","Number",2550822204
"Newington","0900352140",2014,2015,2016,"Top 10 Total Grand List","Number",176661012
"Newington","0900352140",2014,2015,2016,"Total Grand List","Number",2640106269
"Newington","0900352140",2014,2015,2017,"Net Grand List","Number",2550822204
"Newington","0900352140",2014,2015,2017,"Top 10 Total Grand List","Number",176661012
"Newington","0900352140",2014,2015,2017,"Total Grand List","Number",2640106269
"New London","0901152350",2014,2015,2016,"Net Grand List","Number",1255369371
"New London","0901152350",2014,2015,2016,"Top 10 Total Grand List","Number",156992184
"New London","0901152350",2014,2015,2016,"Total Grand List","Number",2165694231
"New London","0901152350",2016,2017,2017,"Net Grand List","Number",1309373494
"New London","0901152350",2016,2017,2017,"Top 10 Total Grand List","Number",203292867
"New London","0901152350",2016,2017,2017,"Total Grand List","Number",2184623320
"New Milford","0900552630",2013,2014,2016,"Net Grand List","Number",2895742140
"New Milford","0900552630",2013,2014,2016,"Top 10 Total Grand List","Number",220015875
"New Milford","0900552630",2013,2014,2016,"Total Grand List","Number",2968667080
"New Milford","0900552630",2016,2017,2017,"Net Grand List","Number",2881802500
"New Milford","0900552630",2016,2017,2017,"Top 10 Total Grand List","Number",239406305
"New Milford","0900552630",2016,2017,2017,"Total Grand List","Number",2970724760
"Newtown","0900152980",2013,2014,2016,"Net Grand List","Number",3053042306
"Newtown","0900152980",2013,2014,2016,"Top 10 Total Grand List","Number",119542375
"Newtown","0900152980",2013,2014,2016,"Total Grand List","Number",3366280206
"Newtown","0900152980",2014,2017,2017,"Net Grand List","Number",3075096001
"Newtown","0900152980",2014,2017,2017,"Top 10 Total Grand List","Number",112172725
"Newtown","0900152980",2014,2017,2017,"Total Grand List","Number",3394155203
"Norfolk","0900553470",2014,2015,2016,"Net Grand List","Number",292336650
"Norfolk","0900553470",2014,2015,2016,"Top 10 Total Grand List","Number",19676230
"Norfolk","0900553470",2014,2015,2016,"Total Grand List","Number",293732940
"Norfolk","0900553470",2016,2017,2017,"Net Grand List","Number",301157995
"Norfolk","0900553470",2016,2017,2017,"Top 10 Total Grand List","Number",24287130
"Norfolk","0900553470",2016,2017,2017,"Total Grand List","Number",302627345
"North Branford","0900953890",2014,2014,2016,"Net Grand List","Number",1257094900
"North Branford","0900953890",2014,2014,2016,"Top 10 Total Grand List","Number",178137363
"North Branford","0900953890",2014,2014,2016,"Total Grand List","Number",1279281720
"North Branford","0900953890",2016,2014,2017,"Net Grand List","Number",1236850776
"North Branford","0900953890",2016,2014,2017,"Top 10 Total Grand List","Number",129168761
"North Branford","0900953890",2016,2014,2017,"Total Grand List","Number",1264937558
"North Canaan","0900554030",2009,2010,2016,"Net Grand List","Number",344896380
"North Canaan","0900554030",2009,2010,2016,"Top 10 Total Grand List","Number",57452120
"North Canaan","0900554030",2009,2010,2016,"Total Grand List","Number",373967350
"North Canaan","0900554030",2016,2017,2017,"Net Grand List","Number",327861960
"North Canaan","0900554030",2016,2017,2017,"Top 10 Total Grand List","Number",104143810
"North Canaan","0900554030",2016,2017,2017,"Total Grand List","Number",370597870
"North Haven","0900954870",2014,2015,2016,"Net Grand List","Number",2810958951
"North Haven","0900954870",2014,2015,2016,"Top 10 Total Grand List","Number",198349497
"North Haven","0900954870",2014,2015,2016,"Total Grand List","Number",3215155147
"North Haven","0900954870",2014,2015,2017,"Net Grand List","Number",2810958951
"North Haven","0900954870",2014,2015,2017,"Top 10 Total Grand List","Number",198349497
"North Haven","0900954870",2014,2015,2017,"Total Grand List","Number",3215155147
"North Stonington","0901155500",2009,2010,2016,"Net Grand List","Number",620469730
"North Stonington","0901155500",2009,2010,2016,"Top 10 Total Grand List","Number",67793190
"North Stonington","0901155500",2009,2010,2016,"Total Grand List","Number",659361189
"North Stonington","0901155500",2016,2017,2017,"Net Grand List","Number",522068114
"North Stonington","0901155500",2016,2017,2017,"Top 10 Total Grand List","Number",0
"North Stonington","0901155500",2016,2017,2017,"Total Grand List","Number",567537965
"Norwalk","0900156060",2014,2015,2016,"Net Grand List","Number",11902540386
"Norwalk","0900156060",2014,2015,2016,"Top 10 Total Grand List","Number",1006630346
"Norwalk","0900156060",2014,2015,2016,"Total Grand List","Number",11972380282
"Norwalk","0900156060",2014,2015,2017,"Net Grand List","Number",11902540386
"Norwalk","0900156060",2014,2015,2017,"Top 10 Total Grand List","Number",1006630346
"Norwalk","0900156060",2014,2015,2017,"Total Grand List","Number",11972380282
"Norwich","0901156270",2014,2015,2016,"Net Grand List","Number",2423927020
"Norwich","0901156270",2014,2015,2016,"Top 10 Total Grand List","Number",142724020
"Norwich","0901156270",2014,2015,2016,"Total Grand List","Number",2457677290
"Norwich","0901156270",2014,2015,2017,"Net Grand List","Number",2423927020
"Norwich","0901156270",2014,2015,2017,"Top 10 Total Grand List","Number",142724020
"Norwich","0901156270",2014,2015,2017,"Total Grand List","Number",2457677290
"Old Lyme","0901157040",2013,2014,2016,"Net Grand List","Number",1614163861
"Old Lyme","0901157040",2013,2014,2016,"Top 10 Total Grand List","Number",57095890
"Old Lyme","0901157040",2013,2014,2016,"Total Grand List","Number",1619013491
"Old Lyme","0901157040",2016,2017,2017,"Net Grand List","Number",1574693985
"Old Lyme","0901157040",2016,2017,2017,"Top 10 Total Grand List","Number",59001770
"Old Lyme","0901157040",2016,2017,2017,"Total Grand List","Number",1681994355
"Old Saybrook","0900757320",2014,2015,2016,"Net Grand List","Number",2222504988
"Old Saybrook","0900757320",2014,2015,2016,"Top 10 Total Grand List","Number",0
"Old Saybrook","0900757320",2014,2015,2016,"Total Grand List","Number",2236850948
"Old Saybrook","0900757320",2014,2015,2017,"Net Grand List","Number",2222504988
"Old Saybrook","0900757320",2014,2015,2017,"Top 10 Total Grand List","Number",0
"Old Saybrook","0900757320",2014,2015,2017,"Total Grand List","Number",2236850948
"Orange","0900957600",2009,2010,2016,"Net Grand List","Number",1755214373
"Orange","0900957600",2009,2010,2016,"Top 10 Total Grand List","Number",158987000
"Orange","0900957600",2009,2010,2016,"Total Grand List","Number",2190164425
"Orange","0900957600",2015,2017,2017,"Net Grand List","Number",1938798050
"Orange","0900957600",2015,2017,2017,"Top 10 Total Grand List","Number",227197070
"Orange","0900957600",2015,2017,2017,"Total Grand List","Number",1958550920
"Oxford","0900958300",2014,2015,2016,"Net Grand List","Number",1442585447
"Oxford","0900958300",2014,2015,2016,"Top 10 Total Grand List","Number",82631360
"Oxford","0900958300",2014,2015,2016,"Total Grand List","Number",1458186407
"Oxford","0900958300",2016,2015,2017,"Net Grand List","Number",1477153946
"Oxford","0900958300",2016,2015,2017,"Top 10 Total Grand List","Number",106154610
"Oxford","0900958300",2016,2015,2017,"Total Grand List","Number",-666666
"Plainfield","0901559980",2014,2015,2016,"Net Grand List","Number",910620960
"Plainfield","0901559980",2014,2015,2016,"Top 10 Total Grand List","Number",169300640
"Plainfield","0901559980",2014,2015,2016,"Total Grand List","Number",973794870
"Plainfield","0901559980",2016,2017,2017,"Net Grand List","Number",935517040
"Plainfield","0901559980",2016,2017,2017,"Top 10 Total Grand List","Number",165315137
"Plainfield","0901559980",2016,2017,2017,"Total Grand List","Number",964264650
"Plainville","0900360120",2009,2015,2016,"Net Grand List","Number",1390764460
"Plainville","0900360120",2009,2015,2016,"Top 10 Total Grand List","Number",140869640
"Plainville","0900360120",2009,2015,2016,"Total Grand List","Number",1428960510
"Plainville","0900360120",2016,2017,2017,"Net Grand List","Number",1381073382
"Plainville","0900360120",2016,2017,2017,"Top 10 Total Grand List","Number",142811410
"Plainville","0900360120",2016,2017,2017,"Total Grand List","Number",1538910100
"Plymouth","0900560750",2013,2014,2016,"Net Grand List","Number",761188614
"Plymouth","0900560750",2013,2014,2016,"Top 10 Total Grand List","Number",27879760
"Plymouth","0900560750",2013,2014,2016,"Total Grand List","Number",819301844
"Plymouth","0900560750",2016,2017,2017,"Net Grand List","Number",741144609
"Plymouth","0900560750",2016,2017,2017,"Top 10 Total Grand List","Number",33488870
"Plymouth","0900560750",2016,2017,2017,"Total Grand List","Number",810016174
"Pomfret","0901561030",2013,2014,2016,"Net Grand List","Number",360292991
"Pomfret","0901561030",2013,2014,2016,"Top 10 Total Grand List","Number",21190060
"Pomfret","0901561030",2013,2014,2016,"Total Grand List","Number",366276763
"Pomfret","0901561030",2015,2017,2017,"Net Grand List","Number",343227049
"Pomfret","0901561030",2015,2017,2017,"Top 10 Total Grand List","Number",28123059
"Pomfret","0901561030",2015,2017,2017,"Total Grand List","Number",350256699
"Portland","0900761800",2013,2014,2016,"Net Grand List","Number",802729670
"Portland","0900761800",2013,2014,2016,"Top 10 Total Grand List","Number",36648620
"Portland","0900761800",2013,2014,2016,"Total Grand List","Number",810364905
"Portland","0900761800",2013,2014,2017,"Net Grand List","Number",802729670
"Portland","0900761800",2013,2014,2017,"Top 10 Total Grand List","Number",36648620
"Portland","0900761800",2013,2014,2017,"Total Grand List","Number",810364905
"Preston","0901162150",2014,2015,2016,"Net Grand List","Number",394079849
"Preston","0901162150",2014,2015,2016,"Top 10 Total Grand List","Number",34129680
"Preston","0901162150",2014,2015,2016,"Total Grand List","Number",493163131
"Preston","0901162150",2016,2017,2017,"Net Grand List","Number",402977198
"Preston","0901162150",2016,2017,2017,"Top 10 Total Grand List","Number",35866790
"Preston","0901162150",2016,2017,2017,"Total Grand List","Number",488892467
"Prospect","0900962290",2014,2015,2016,"Net Grand List","Number",823909431
"Prospect","0900962290",2014,2015,2016,"Top 10 Total Grand List","Number",42631770
"Prospect","0900962290",2014,2015,2016,"Total Grand List","Number",865543060
"Prospect","0900962290",2016,2017,2017,"Net Grand List","Number",845616845
"Prospect","0900962290",2016,2017,2017,"Top 10 Total Grand List","Number",45015108
"Prospect","0900962290",2016,2017,2017,"Total Grand List","Number",906228850
"Putnam","0901562710",2014,2015,2016,"Net Grand List","Number",612367518
"Putnam","0901562710",2014,2015,2016,"Top 10 Total Grand List","Number",86159140
"Putnam","0901562710",2014,2015,2016,"Total Grand List","Number",639624158
"Putnam","0901562710",2016,2017,2017,"Net Grand List","Number",612939259
"Putnam","0901562710",2016,2017,2017,"Top 10 Total Grand List","Number",85641768
"Putnam","0901562710",2016,2017,2017,"Total Grand List","Number",642088504
"Redding","0900163480",2014,2015,2016,"Net Grand List","Number",1631649246
"Redding","0900163480",2014,2015,2016,"Top 10 Total Grand List","Number",173523731
"Redding","0900163480",2014,2015,2016,"Total Grand List","Number",1667478388
"Redding","0900163480",2016,2017,2017,"Net Grand List","Number",1633286803
"Redding","0900163480",2016,2017,2017,"Top 10 Total Grand List","Number",173968688
"Redding","0900163480",2016,2017,2017,"Total Grand List","Number",1634382633
"Ridgefield","0900163970",2014,2015,2016,"Net Grand List","Number",4711745970
"Ridgefield","0900163970",2014,2015,2016,"Top 10 Total Grand List","Number",339965033
"Ridgefield","0900163970",2014,2015,2016,"Total Grand List","Number",4849726656
"Ridgefield","0900163970",2014,2015,2017,"Net Grand List","Number",4711745970
"Ridgefield","0900163970",2014,2015,2017,"Top 10 Total Grand List","Number",339965033
"Ridgefield","0900163970",2014,2015,2017,"Total Grand List","Number",4849726656
"Rocky Hill","0900365370",2014,2015,2016,"Net Grand List","Number",2019940470
"Rocky Hill","0900365370",2014,2015,2016,"Top 10 Total Grand List","Number",187171530
"Rocky Hill","0900365370",2014,2015,2016,"Total Grand List","Number",2268565320
"Rocky Hill","0900365370",2016,2017,2017,"Net Grand List","Number",2062612240
"Rocky Hill","0900365370",2016,2017,2017,"Top 10 Total Grand List","Number",213735380
"Rocky Hill","0900365370",2016,2017,2017,"Total Grand List","Number",2314086924
"Roxbury","0900565930",2013,2014,2016,"Net Grand List","Number",694544900
"Roxbury","0900565930",2013,2014,2016,"Top 10 Total Grand List","Number",44705260
"Roxbury","0900565930",2013,2014,2016,"Total Grand List","Number",695391800
"Roxbury","0900565930",2016,2017,2017,"Net Grand List","Number",707014810
"Roxbury","0900565930",2016,2017,2017,"Top 10 Total Grand List","Number",46017140
"Roxbury","0900565930",2016,2017,2017,"Total Grand List","Number",707872620
"Salem","0901166210",2014,2015,2016,"Net Grand List","Number",366726656
"Salem","0901166210",2014,2015,2016,"Top 10 Total Grand List","Number",21604130
"Salem","0901166210",2014,2015,2016,"Total Grand List","Number",369587117
"Salem","0901166210",2015,2017,2017,"Net Grand List","Number",366624276
"Salem","0901166210",2015,2017,2017,"Top 10 Total Grand List","Number",21427160
"Salem","0901166210",2015,2017,2017,"Total Grand List","Number",369484737
"Salisbury","0900566420",2013,2014,2016,"Net Grand List","Number",1168920470
"Salisbury","0900566420",2013,2014,2016,"Top 10 Total Grand List","Number",60221410
"Salisbury","0900566420",2013,2014,2016,"Total Grand List","Number",1172376930
"Salisbury","0900566420",2016,2017,2017,"Net Grand List","Number",1252734196
"Salisbury","0900566420",2016,2017,2017,"Top 10 Total Grand List","Number",70730500
"Salisbury","0900566420",2016,2017,2017,"Total Grand List","Number",1255850546
"Scotland","0901567400",2014,2015,2016,"Net Grand List","Number",113142275
"Scotland","0901567400",2014,2015,2016,"Top 10 Total Grand List","Number",6478497
"Scotland","0901567400",2014,2015,2016,"Total Grand List","Number",114235365
"Scotland","0901567400",2016,2017,2017,"Net Grand List","Number",114453985
"Scotland","0901567400",2016,2017,2017,"Top 10 Total Grand List","Number",6730480
"Scotland","0901567400",2016,2017,2017,"Total Grand List","Number",115928975
"Seymour","0900967610",2014,2015,2016,"Net Grand List","Number",1234045890
"Seymour","0900967610",2014,2015,2016,"Top 10 Total Grand List","Number",61939200
"Seymour","0900967610",2014,2015,2016,"Total Grand List","Number",1256931790
"Seymour","0900967610",2016,2017,2017,"Net Grand List","Number",1200101630
"Seymour","0900967610",2016,2017,2017,"Top 10 Total Grand List","Number",65343900
"Seymour","0900967610",2016,2017,2017,"Total Grand List","Number",1228240350
"Sharon","0900567960",2014,2015,2016,"Net Grand List","Number",725187484
